step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
563,CASH_OUT,837709.11,C4731876777,136566.61,0.0,C9559433871,204231.93,1041941.04,0,0
466,CASH_IN,157630.33,C2902065236,2147578.78,2305209.11,C1223523515,829012.11,671381.78,0,0
108,CASH_OUT,276412.47,C8813750588,148193.74,0.0,C4023186951,1174979.26,1451391.73,0,0
543,PAYMENT,1897.36,C0596686352,29795.56,27898.2,M3653078746,0.0,0.0,0,0
310,CASH_OUT,234654.47,C8151369982,0.0,0.0,C0600941635,2494066.0,2728720.47,0,0
653,TRANSFER,224822.73,C6723862371,224822.73,0.0,C1727595882,0.0,0.0,1,0
735,CASH_OUT,837262.04,C9404280740,309036.92,0.0,C0143748137,1787512.51,2624774.55,0,0
719,PAYMENT,43937.3,C1236482679,16954.95,0.0,M2549798470,0.0,0.0,0,0
415,CASH_IN,53260.65,C9567636684,1761055.98,1814316.63,C1006487113,170336.09,117075.44,0,0
507,CASH_OUT,38730.66,C4527922174,341638.31,302907.65,C2463217875,2126023.03,2164753.69,0,0
536,TRANSFER,302738.11,C8801569720,302738.11,0.0,C6595530881,0.0,0.0,1,0
622,CASH_OUT,51801.82,C1908450666,0.0,0.0,C7570549061,1515376.45,1567178.27,0,0
652,CASH_IN,108144.26,C1984219303,2180798.4,2288942.66,C3969363673,3000055.08,2891910.82,0,0
85,CASH_OUT,1299060.69,C9430674835,1299060.69,0.0,C2514554652,1933844.03,3232904.72,1,0
165,TRANSFER,96202.38,C4112321463,96202.38,0.0,C5276908306,0.0,0.0,1,0
407,CASH_OUT,143258.79,C2044032596,143258.79,0.0,C9127384285,0.0,143258.79,1,0
593,CASH_OUT,794665.35,C4811954126,0.0,0.0,C1045146893,0.0,794665.35,0,0
335,CASH_OUT,223979.65,C3820661014,223979.65,0.0,C1707879903,2990882.8,3214862.45,1,0
562,CASH_OUT,263710.88,C4877047247,0.0,0.0,C3644142587,0.0,263710.88,0,0
649,PAYMENT,4985.89,C3828054410,158715.55,153729.66,M3422649450,0.0,0.0,0,0
149,CASH_OUT,153808.53,C3144157296,168303.52,14494.99,C2206741349,748193.91,902002.44,0,0
559,TRANSFER,89490.41,C6312652024,0.0,0.0,C7502054563,975354.72,1064845.13,0,0
642,CASH_OUT,27995.07,C1489254469,466056.72,438061.65,C8549851462,1730453.02,1758448.09,0,0
40,CASH_OUT,176719.64,C6600490704,137832.72,0.0,C4536999253,0.0,176719.64,0,0
713,CASH_OUT,125843.84,C1644807299,90727.23,0.0,C4468575412,1414759.44,1540603.28,0,0
66,CASH_IN,81529.2,C4444515268,3292138.49,3373667.69,C5640022759,1933346.76,1851817.56,0,0
402,CASH_IN,319474.46,C3794248194,2753857.02,3073331.48,C7915020667,1162744.73,843270.27,0,0
301,CASH_IN,8764.19,C0810844626,1381943.12,1390707.31,C4035116417,705908.05,697143.86,0,0
574,CASH_IN,150117.19,C8019546660,975485.63,1125602.82,C8518229786,403447.69,253330.5,0,0
157,CASH_OUT,204012.8,C4345256257,204012.8,0.0,C5257256338,0.0,204012.8,1,0
273,PAYMENT,10465.32,C7818811683,199942.97,189477.65,M3292445266,0.0,0.0,0,0
728,PAYMENT,6637.95,C5777462818,142033.39,135395.44,M8953851264,0.0,0.0,0,0
166,CASH_OUT,126903.17,C9983083716,0.0,0.0,C9361725864,687530.56,814433.73,0,0
272,PAYMENT,5818.49,C2866722466,72759.4,66940.91,M1879651383,0.0,0.0,0,0
46,PAYMENT,2878.56,C5805478666,45562.23,42683.67,M2762896292,0.0,0.0,0,0
66,TRANSFER,2559726.23,C3217104522,2559726.23,0.0,C2300303506,0.0,0.0,1,0
461,PAYMENT,4844.43,C6895440452,162376.3,157531.87,M3919726371,0.0,0.0,0,0
447,CASH_OUT,42223.96,C6292140382,297749.85,255525.89,C7919493563,2312241.48,2354465.44,0,0
167,CASH_OUT,265045.72,C6766878422,265045.72,0.0,C6502977102,1485794.31,1750840.03,1,0
442,PAYMENT,379.21,C9584636367,64421.2,64041.99,M4755010880,0.0,0.0,0,0
41,PAYMENT,32120.89,C3871589712,30148.83,0.0,M1353421952,0.0,0.0,0,0
475,CASH_IN,450289.32,C9844571585,1922444.66,2372733.98,C2759650517,1057179.41,606890.09,0,0
125,CASH_OUT,116088.38,C9603322532,226375.44,110287.06,C5962344113,564663.32,680751.7,0,0
270,PAYMENT,3285.53,C0045794798,82446.13,79160.6,M2078343190,0.0,0.0,0,0
413,CASH_IN,269649.41,C9825826086,2889140.92,3158790.33,C2481825568,601136.01,331486.6,0,0
256,PAYMENT,2543.31,C9091687904,124525.93,121982.62,M5531425755,0.0,0.0,0,0
38,PAYMENT,11299.45,C5912916234,174901.12,163601.67,M9550208238,0.0,0.0,0,0
417,PAYMENT,27931.67,C3233808745,55360.66,27428.99,M8061094621,0.0,0.0,0,0
53,CASH_OUT,19290.03,C3403994951,324423.47,305133.44,C5327218367,2519770.13,2539060.16,0,0
658,CASH_OUT,53204.86,C0600595465,53204.86,0.0,C3502630183,2690007.75,2743212.61,1,0
24,PAYMENT,2544.37,C7116181964,68900.97,66356.6,M7725926181,0.0,0.0,0,0
475,PAYMENT,4717.43,C0391070848,192538.77,187821.34,M2793454236,0.0,0.0,0,0
35,CASH_OUT,3437339.58,C3580414474,3437339.58,0.0,C9100310298,1247535.97,4684875.55,1,0
441,PAYMENT,18658.6,C6317465219,61188.6,42530.0,M2929486054,0.0,0.0,0,0
155,CASH_OUT,950029.76,C6032084758,0.0,0.0,C8451963541,0.0,950029.76,0,0
542,CASH_OUT,14455.89,C3191449685,14455.89,0.0,C8884397959,0.0,14455.89,1,0
533,CASH_IN,78936.41,C9913917117,1941888.9,2020825.31,C8356736458,2338582.67,2259646.26,0,0
213,CASH_IN,123927.04,C9807506775,42898.81,166825.85,C3360952919,1488954.16,1365027.12,0,0
213,CASH_OUT,168373.74,C6313500904,43242.1,0.0,C8830315196,0.0,168373.74,0,0
434,PAYMENT,869.91,C7224143273,133170.74,132300.83,M6282283606,0.0,0.0,0,0
642,PAYMENT,22255.67,C6777167249,150631.6,128375.93,M5666792965,0.0,0.0,0,0
217,PAYMENT,4604.75,C8008179484,85570.19,80965.44,M9370803514,0.0,0.0,0,0
735,CASH_OUT,225952.01,C5622771258,348353.01,122401.0,C9122076011,2794036.69,3019988.7,0,0
610,PAYMENT,422.03,C9146433233,8167.12,7745.09,M6562263711,0.0,0.0,0,0
411,CASH_IN,224055.72,C7258821763,660563.94,884619.66,C7724301941,1236924.42,1012868.7,0,0
565,PAYMENT,6008.26,C7991699286,120200.11,114191.85,M9030486343,0.0,0.0,0,0
542,CASH_OUT,35132.81,C0971013818,0.0,0.0,C2843756400,2255142.37,2290275.18,0,0
457,CASH_OUT,246235.39,C5064110666,369971.78,123736.39,C1381741956,235643.54,481878.93,0,0
78,TRANSFER,930164.43,C0192045569,930164.43,0.0,C7000339308,0.0,0.0,1,0
606,TRANSFER,545852.65,C1675396828,50101.81,0.0,C3993320528,4103933.03,4649785.68,0,0
132,CASH_OUT,93827.77,C4487154165,163556.13,69728.36,C2961414165,786193.69,880021.46,0,0
46,PAYMENT,14732.53,C2931119887,168286.37,153553.84,M3858348374,0.0,0.0,0,0
225,PAYMENT,6630.65,C0965054505,58009.57,51378.92,M0976761482,0.0,0.0,0,0
458,CASH_OUT,113396.94,C1288353362,0.0,0.0,C1612199726,622599.99,735996.93,0,0
491,TRANSFER,902840.08,C6538830119,902840.08,0.0,C5628774653,0.0,0.0,1,0
547,CASH_OUT,35327.47,C7250254964,0.0,0.0,C4509526690,1451242.48,1486569.95,0,0
310,PAYMENT,4254.48,C4955450045,85830.36,81575.88,M2760477296,0.0,0.0,0,0
117,PAYMENT,18671.64,C4969064235,122912.79,104241.15,M6908637670,0.0,0.0,0,0
51,CASH_OUT,50517.37,C9410814652,0.0,0.0,C1513176703,721269.16,771786.53,0,0
731,PAYMENT,3685.16,C4981475133,40583.96,36898.8,M2797711777,0.0,0.0,0,0
313,CASH_OUT,137541.64,C0296925836,0.0,0.0,C5863652569,1755279.25,1892820.89,0,0
620,CASH_IN,419099.79,C8817584807,683470.13,1102569.92,C0971825012,2994619.11,2575519.32,0,0
398,CASH_IN,239551.49,C6850380080,2655103.14,2894654.63,C6504894870,2156305.35,1916753.86,0,0
241,CASH_IN,62740.56,C9614158291,351152.61,413893.17,C0773030689,3085471.2,3022730.64,0,0
592,PAYMENT,10827.31,C3212581678,31180.26,20352.95,M4996960913,0.0,0.0,0,0
638,CASH_IN,191130.49,C7365001994,3385946.6,3577077.09,C9207327371,2133211.1,1942080.61,0,0
70,CASH_OUT,14363.67,C0060293739,206646.25,192282.58,C8663878818,1604715.05,1619078.72,0,0
512,CASH_OUT,82371.24,C7378039891,82371.24,0.0,C4185207889,1415928.56,1498299.8,1,0
602,CASH_IN,126027.99,C1187166569,2308566.25,2434594.24,C5384766775,1780663.09,1654635.1,0,0
571,CASH_IN,224817.39,C8378570665,1832695.09,2057512.48,C7672342333,2435767.61,2210950.22,0,0
307,CASH_IN,623699.66,C4146723557,2348287.46,2971987.12,C8283366520,3058970.56,2435270.9,0,0
63,PAYMENT,6537.59,C1936265141,188268.8,181731.21,M8827197698,0.0,0.0,0,0
638,CASH_OUT,76822.17,C6885654592,76822.17,0.0,C4650266796,0.0,76822.17,1,0
98,CASH_IN,623491.06,C1665251410,1672268.17,2295759.23,C1564107922,782245.17,158754.11,0,0
235,CASH_IN,31820.66,C3032417890,3382666.84,3414487.5,C8535585067,408114.16,376293.5,0,0
709,CASH_IN,105140.39,C0717784285,2182350.64,2287491.03,C6527179515,953990.07,848849.68,0,0
394,CASH_OUT,63709.15,C8778225470,0.0,0.0,C3541587868,2977753.19,3041462.34,0,0
444,CASH_OUT,102911.82,C2250253669,0.0,0.0,C8713880421,1136694.69,1239606.51,0,0
49,PAYMENT,21019.21,C5480542685,15056.75,0.0,M4633800194,0.0,0.0,0,0
171,CASH_OUT,84714.97,C2123667233,0.0,0.0,C0626733810,1640730.15,1725445.12,0,0
494,CASH_IN,408317.37,C6350435994,378806.53,787123.9,C4669499503,2032371.84,1624054.47,0,0
268,CASH_IN,51464.88,C8015551501,2293807.08,2345271.96,C4983708379,35481.49,0.0,0,0
521,PAYMENT,28582.69,C9148577949,178656.8,150074.11,M7168181871,0.0,0.0,0,0
158,CASH_OUT,450598.69,C1042120993,0.0,0.0,C8728444707,0.0,450598.69,0,0
576,PAYMENT,7639.6,C5032457415,169813.13,162173.53,M7220309165,0.0,0.0,0,0
548,CASH_IN,240671.29,C6219483983,791685.65,1032356.94,C4025139004,640461.27,399789.98,0,0
17,CASH_IN,147587.32,C6380180110,2004464.48,2152051.8,C6090685412,1220192.48,1072605.16,0,0
45,CASH_IN,14298.62,C1197340050,488609.75,502908.37,C6557158287,3383601.17,3369302.55,0,0
321,TRANSFER,7157723.64,C9660534229,7157723.64,0.0,C5407436158,0.0,0.0,1,0
373,CASH_OUT,67800.65,C3139023529,67800.65,0.0,C0950112363,0.0,67800.65,1,0
537,CASH_OUT,512203.73,C6181146171,512203.73,0.0,C7046266637,0.0,512203.73,1,0
567,TRANSFER,103873.73,C8139284205,0.0,0.0,C4203916059,4607250.32,4711124.05,0,0
257,TRANSFER,37287.51,C7493066934,37287.51,0.0,C5374742957,0.0,0.0,1,0
732,CASH_OUT,95768.29,C4953866610,0.0,0.0,C7767608218,180228.19,275996.48,0,0
150,PAYMENT,3696.64,C9499054435,37200.87,33504.23,M2186330290,0.0,0.0,0,0
365,TRANSFER,509372.2,C7659221653,509372.2,0.0,C6315444922,0.0,0.0,1,0
420,CASH_OUT,4149.48,C8413244449,409249.45,405099.97,C4300648608,1938214.38,1942363.86,0,0
130,CASH_OUT,273564.52,C7502969362,273564.52,0.0,C3181244332,1970113.48,2243678.0,1,0
674,CASH_OUT,53912.97,C0841604774,0.0,0.0,C1840108402,126160.13,180073.1,0,0
491,CASH_OUT,283719.48,C2174037627,419314.99,135595.51,C3752923385,0.0,283719.48,0,0
533,TRANSFER,419811.59,C1738967249,0.0,0.0,C9485613780,5575472.45,5995284.04,0,0
33,TRANSFER,266899.88,C7380981160,266899.88,0.0,C5053784669,0.0,0.0,1,0
176,CASH_OUT,890729.17,C6531887524,218422.35,111222.69,C4487832453,2155737.18,3046466.35,0,0
75,TRANSFER,5404317.89,C8428699475,0.0,0.0,C4976917347,4049065.15,9453383.04,0,0
207,CASH_OUT,174603.36,C8453169541,0.0,0.0,C6422351748,2921329.13,3095932.49,0,0
477,CASH_IN,111753.45,C2682284571,2304999.07,2416752.52,C8476118521,3416855.02,3305101.57,0,0
101,CASH_OUT,146838.12,C9311360747,146838.12,0.0,C4105588132,0.0,146838.12,1,0
94,PAYMENT,34769.77,C7124612403,86800.94,52031.17,M7495591043,0.0,0.0,0,0
156,TRANSFER,106923.04,C6566472090,0.0,0.0,C2314919454,961810.71,1068733.75,0,0
477,TRANSFER,375791.42,C3838825746,375791.42,0.0,C9688882012,0.0,0.0,1,0
511,PAYMENT,7032.58,C1202944226,149346.09,142313.51,M7407850792,0.0,0.0,0,0
521,CASH_IN,49243.77,C2483287697,1405320.29,1454564.06,C8067965510,2766100.78,2716857.01,0,0
41,PAYMENT,5848.77,C0498770978,50909.44,45060.67,M0640293266,0.0,0.0,0,0
245,TRANSFER,567759.98,C8642413256,567759.98,0.0,C9032558971,0.0,0.0,1,0
37,TRANSFER,106643.95,C8577017127,106643.95,0.0,C2104679672,0.0,0.0,1,0
184,CASH_OUT,696752.46,C4921319132,41802.69,0.0,C0493770545,1781842.97,2478595.43,0,0
133,PAYMENT,7721.45,C1219756208,7105.98,0.0,M0507922832,0.0,0.0,0,0
594,CASH_IN,140109.68,C1486158621,1234570.41,1374680.09,C4115954967,1756005.71,1615896.03,0,0
427,PAYMENT,19738.1,C0586263426,88713.96,68975.86,M9749093896,0.0,0.0,0,0
258,CASH_IN,136518.08,C4500988356,2425413.24,2561931.32,C2443899737,935838.71,799320.63,0,0
186,CASH_OUT,109666.24,C8192318701,0.0,0.0,C5130474245,2956622.97,3066289.21,0,0
140,CASH_OUT,433466.95,C8025832200,454896.14,21429.19,C4553236666,0.0,433466.95,0,0
52,PAYMENT,7751.08,C4197370360,163650.8,155899.72,M5273760000,0.0,0.0,0,0
134,CASH_OUT,90682.08,C3596655259,0.0,0.0,C3244378318,2161106.25,2251788.33,0,0
628,CASH_IN,550811.33,C8803236544,2390682.76,2941494.09,C0134986014,2311861.88,1761050.55,0,0
36,TRANSFER,84276.86,C8330988354,84276.86,0.0,C4547018883,0.0,0.0,1,0
341,CASH_OUT,5820.25,C4755922649,229242.51,223422.26,C4145564111,0.0,5820.25,0,0
36,CASH_OUT,1462346.76,C6674856348,209196.55,0.0,C3340330221,2428194.12,3890540.88,0,0
556,PAYMENT,14152.19,C4069109527,66378.83,52226.64,M2513307090,0.0,0.0,0,0
71,CASH_OUT,10023.8,C5161042075,40741.99,30718.19,C9282482902,0.0,10023.8,0,0
439,PAYMENT,5237.27,C0834482303,116597.73,111360.46,M8499055383,0.0,0.0,0,0
374,PAYMENT,5856.05,C7035620560,90605.22,84749.17,M5677728337,0.0,0.0,0,0
246,CASH_IN,133842.25,C1557911591,1425381.79,1559224.04,C3624830827,1842017.75,1708175.5,0,0
631,TRANSFER,314916.32,C7620311753,314916.32,0.0,C1765111093,0.0,0.0,1,0
488,TRANSFER,826613.98,C7535706876,826613.98,0.0,C0774561279,0.0,0.0,1,0
198,PAYMENT,5461.67,C0398877590,67850.22,62388.55,M7267062045,0.0,0.0,0,0
155,TRANSFER,49132.54,C5744310372,0.0,0.0,C5221328930,2665577.49,2714710.03,0,0
215,PAYMENT,3386.48,C5466556353,70028.31,66641.83,M4124590837,0.0,0.0,0,0
502,CASH_OUT,83144.46,C4308797984,83144.46,0.0,C7276462643,0.0,83144.46,1,0
82,CASH_OUT,662588.64,C1508659437,662588.64,0.0,C5768304682,2962653.48,3625242.12,1,0
552,CASH_OUT,1089594.79,C5647078893,0.0,0.0,C7567175445,548657.22,1638252.01,0,0
86,CASH_OUT,27624.76,C3724795266,0.0,0.0,C6608227945,1178756.36,1206381.12,0,0
408,CASH_IN,462455.33,C9788957931,2211856.42,2674311.75,C4704229513,3181934.25,2719478.92,0,0
577,CASH_OUT,86568.41,C5609525815,86568.41,0.0,C5857783728,130062.88,216631.29,1,0
702,CASH_IN,94302.33,C0769095237,1108992.8,1203295.13,C9615800050,447797.17,353494.84,0,0
191,CASH_OUT,36510.91,C5188753885,0.0,0.0,C7150874881,1608462.84,1644973.75,0,0
47,CASH_OUT,125641.16,C3772895350,276686.69,271090.3,C8394512525,1855737.59,1981378.75,0,0
447,TRANSFER,4911193.0,C2415156118,4911193.0,0.0,C7282916014,0.0,0.0,1,0
70,CASH_OUT,641977.09,C1333454299,184571.34,0.0,C0103388195,553083.34,1195060.43,0,0
112,CASH_OUT,137750.39,C0188759340,0.0,0.0,C7633527348,0.0,137750.39,0,0
174,CASH_OUT,274230.64,C2837829677,0.0,0.0,C1193347558,2044644.05,2318874.69,0,0
215,CASH_OUT,20619.2,C3708382858,22384.74,1765.54,C0951341995,1617478.82,1638098.02,0,0
434,CASH_IN,137139.38,C4682267360,3344347.54,3481486.92,C5822998384,2979406.59,2842267.21,0,0
323,CASH_OUT,136811.67,C6940346514,0.0,0.0,C2643727407,1050919.04,1187730.71,0,0
629,CASH_IN,44903.54,C2507098598,2604958.01,2649861.55,C3889411195,1572532.72,1527629.18,0,0
23,PAYMENT,2593.13,C9376145401,109067.29,106474.16,M5171683103,0.0,0.0,0,0
92,TRANSFER,157046.29,C4284363320,0.0,0.0,C9263315635,2239818.63,2396864.92,0,0
292,PAYMENT,2133.47,C7614827760,68781.64,66648.17,M3805986946,0.0,0.0,0,0
404,CASH_OUT,1447024.65,C5597969658,1447024.65,0.0,C8096879211,0.0,1447024.65,1,0
587,CASH_OUT,316754.49,C1717023817,111032.04,0.0,C9637657935,2547161.27,2863915.76,0,0
464,PAYMENT,53872.35,C6804791801,157351.17,103478.82,M9665552836,0.0,0.0,0,0
238,PAYMENT,10029.08,C4873078489,4481.09,0.0,M5751093363,0.0,0.0,0,0
674,CASH_OUT,68452.75,C3082872703,0.0,0.0,C4717007171,0.0,68452.75,0,0
693,TRANSFER,107173.35,C1811322187,0.0,0.0,C1696600693,3704856.74,3812030.09,0,0
477,PAYMENT,12792.7,C3584008771,78914.0,66121.3,M2352147633,0.0,0.0,0,0
26,CASH_OUT,21859.28,C9632070439,0.0,0.0,C9193412645,0.0,21859.28,0,0
162,CASH_OUT,193573.18,C9916940169,0.0,0.0,C6820337503,829732.94,1023306.12,0,0
463,CASH_OUT,1200632.06,C1651483872,1200632.06,0.0,C1023654777,593412.76,1794044.82,1,0
662,CASH_OUT,66076.51,C4999420885,66076.51,0.0,C0825610099,0.0,66076.51,1,0
457,CASH_OUT,70586.19,C3205127457,112117.17,41530.98,C1201227889,992270.49,1062856.68,0,0
663,DEBIT,2204.54,C3213752580,9614.3,7409.76,M7595528727,0.0,0.0,0,0
463,CASH_OUT,719692.72,C6421874201,141375.35,0.0,C1174169513,0.0,719692.72,0,0
445,CASH_IN,55403.63,C6180449043,783099.78,838503.41,C4938788771,169285.99,113882.36,0,0
277,PAYMENT,2812.21,C3345263241,191163.84,188351.63,M6255768813,0.0,0.0,0,0
484,PAYMENT,1763.8,C5959306201,156260.9,154497.1,M2531983384,0.0,0.0,0,0
37,PAYMENT,9169.15,C4343955290,153763.46,144594.31,M5320732804,0.0,0.0,0,0
125,CASH_OUT,53222.81,C0867937556,250770.46,197547.65,C5134956739,1883479.34,1936702.15,0,0
520,PAYMENT,3446.03,C5664775084,72532.93,69086.9,M6608053049,0.0,0.0,0,0
129,CASH_OUT,361088.66,C6773916170,361088.66,0.0,C2360237965,431334.54,792423.2,1,0
482,CASH_OUT,88291.0,C3294593452,3585.55,0.0,C0566262668,998599.37,1086890.37,0,0
679,TRANSFER,155528.96,C0211040298,0.0,0.0,C6619491619,697709.75,853238.71,0,0
683,CASH_OUT,124849.77,C9607083126,124849.77,0.0,C8519745930,1873059.06,1997908.83,1,0
114,PAYMENT,4395.22,C9808269862,140741.23,136346.01,M5445091905,0.0,0.0,0,0
20,PAYMENT,8500.23,C9103378470,133584.65,125084.42,M7342488325,0.0,0.0,0,0
507,CASH_IN,54560.12,C3741619430,3316944.13,3371504.25,C5990384557,3104259.09,3049698.97,0,0
525,PAYMENT,268.45,C0795543007,65431.33,65162.88,M9677602403,0.0,0.0,0,0
289,CASH_OUT,170691.76,C4590422727,0.0,0.0,C4574199669,1380076.16,1550767.92,0,0
316,CASH_IN,170271.87,C6592179643,1850106.59,2020378.46,C4225929593,2344300.33,2174028.46,0,0
735,PAYMENT,8564.47,C6874366343,6343.43,0.0,M0454923225,0.0,0.0,0,0
163,CASH_OUT,27455.66,C1910595960,90476.31,63020.65,C4533604377,857381.72,884837.38,0,0
318,CASH_OUT,1525256.82,C7744415820,428307.57,0.0,C9132963176,1036449.03,2561705.85,0,0
395,CASH_OUT,408791.85,C3042004557,0.0,0.0,C4650586025,0.0,408791.85,0,0
600,CASH_OUT,19639.74,C9409515023,0.0,0.0,C7972624620,1163534.98,1183174.72,0,0
329,TRANSFER,33263.84,C0706936844,40311.19,0.0,C2570722459,3093544.29,3126808.13,0,0
170,TRANSFER,1715791.39,C6592370581,0.0,0.0,C8617028803,2241980.07,3957771.46,0,0
651,CASH_OUT,57136.25,C3127657632,66471.55,9335.3,C9676285530,2919783.76,2976920.01,0,0
412,PAYMENT,3313.91,C9342596297,29317.48,26003.57,M4851194630,0.0,0.0,0,0
327,CASH_IN,130328.35,C3273733984,244525.49,374853.84,C2456102159,752487.2,622158.85,0,0
217,CASH_IN,61203.31,C1594027731,847799.44,909002.75,C7807768061,1749851.11,1688647.8,0,0
234,CASH_IN,78767.37,C0856680909,292255.93,371023.3,C2459106070,3319424.37,3240657.0,0,0
716,CASH_OUT,30442.6,C7700637232,30442.6,0.0,C2746054941,0.0,30442.6,1,0
347,CASH_OUT,29448.18,C5798333767,0.0,0.0,C9369805139,1262242.11,1291690.29,0,0
726,TRANSFER,4699666.05,C7850893456,0.0,0.0,C8895080121,3578976.73,8278642.78,0,0
587,CASH_OUT,315219.89,C2707126031,107409.68,0.0,C2917306255,2801508.88,3116728.77,0,0
444,PAYMENT,8609.17,C9666280068,135572.87,126963.7,M3342413971,0.0,0.0,0,0
661,CASH_OUT,103979.27,C7186558803,0.0,0.0,C0457027688,0.0,103979.27,0,0
620,TRANSFER,274693.47,C1849396772,274693.47,0.0,C8969864815,0.0,0.0,1,0
251,TRANSFER,1012145.59,C8133144126,1012145.59,0.0,C9950892408,0.0,0.0,1,0
574,CASH_IN,316051.78,C4815395706,1264976.27,1581028.05,C2052571723,2189540.41,1873488.63,0,0
210,CASH_OUT,80104.98,C9427473873,0.0,0.0,C9631583407,1501661.03,1581766.01,0,0
640,CASH_OUT,319032.67,C0458844972,0.0,0.0,C4693379977,0.0,319032.67,0,0
296,PAYMENT,1205.79,C3580612156,187872.66,186666.87,M7310144812,0.0,0.0,0,0
723,PAYMENT,2117.27,C3479047082,195690.97,193573.7,M6962663065,0.0,0.0,0,0
658,CASH_OUT,63880.46,C9542113701,0.0,0.0,C2084085342,580061.95,643942.41,0,0
688,CASH_IN,279237.29,C4072981636,1035708.12,1314945.41,C6299179179,2038295.53,1759058.24,0,0
252,CASH_OUT,147723.19,C7959781990,349257.18,201533.99,C3949699081,1287239.88,1434963.07,0,0
609,PAYMENT,5243.75,C3312223263,120964.91,115721.16,M6592921880,0.0,0.0,0,0
508,PAYMENT,4865.16,C5263928627,68954.83,64089.67,M2635512329,0.0,0.0,0,0
286,PAYMENT,15509.13,C8213897625,107929.21,92420.08,M1098662575,0.0,0.0,0,0
709,PAYMENT,5630.98,C7205319936,124792.22,119161.24,M4481698016,0.0,0.0,0,0
682,TRANSFER,2696978.39,C4492301982,2696978.39,0.0,C7593937363,0.0,0.0,1,0
525,PAYMENT,30342.95,C4768622007,114796.21,84453.26,M8147893973,0.0,0.0,0,0
247,TRANSFER,541373.15,C8611094612,541373.15,0.0,C5269369801,0.0,0.0,1,0
426,TRANSFER,22103.38,C6800919230,22103.38,0.0,C9314170430,0.0,0.0,1,0
46,PAYMENT,2702.77,C6806725762,151897.72,149194.95,M0553007849,0.0,0.0,0,0
453,PAYMENT,41093.67,C9678384313,145227.48,104133.81,M9826384877,0.0,0.0,0,0
683,CASH_OUT,28130.53,C4315516114,0.0,0.0,C7297991470,1274429.36,1302559.89,0,0
692,PAYMENT,70519.29,C0971392547,23886.62,0.0,M7464663198,0.0,0.0,0,0
661,CASH_OUT,46302.16,C9255390873,46302.16,0.0,C7490059079,681853.5,728155.66,1,0
485,CASH_IN,73896.29,C8210690751,2397277.53,2471173.82,C2283104474,1982832.85,1908936.56,0,0
127,PAYMENT,1113.91,C2536711000,180784.03,179670.12,M4878715567,0.0,0.0,0,0
310,PAYMENT,12632.62,C8817944433,196279.47,183646.85,M5813753313,0.0,0.0,0,0
316,PAYMENT,4089.81,C2655271844,84593.46,80503.65,M6415218351,0.0,0.0,0,0
235,PAYMENT,1494.85,C5550614340,12172.52,10677.67,M7056577898,0.0,0.0,0,0
588,PAYMENT,634.66,C5869982127,176030.99,175396.33,M6696153662,0.0,0.0,0,0
486,CASH_OUT,32093.86,C9130022085,0.0,0.0,C6355752595,124202.16,156296.02,0,0
440,TRANSFER,500768.51,C6724374911,500768.51,0.0,C7763034498,0.0,0.0,1,0
461,CASH_OUT,30501.22,C6509129515,0.0,0.0,C0750946563,1535846.82,1566348.04,0,0
623,PAYMENT,9032.15,C7334288470,56603.86,47571.71,M3257440288,0.0,0.0,0,0
427,CASH_OUT,251563.42,C8376859702,251563.42,0.0,C7173259840,1603906.44,1855469.86,1,0
655,CASH_OUT,43724.05,C3090877185,0.0,0.0,C2562295832,1526866.93,1570590.98,0,0
15,TRANSFER,138228.73,C5219501462,138228.73,0.0,C3794431080,0.0,0.0,1,0
607,CASH_IN,117970.4,C5640919907,807353.89,925324.29,C8129711201,26123.37,0.0,0,0
625,CASH_OUT,138698.56,C3879597763,0.0,0.0,C6572781368,2630003.12,2768701.68,0,0
546,CASH_OUT,1700653.27,C1254436894,1700653.27,0.0,C8617367998,0.0,1700653.27,1,0
504,TRANSFER,537772.13,C0260145133,537772.13,0.0,C5305853412,0.0,0.0,1,0
327,PAYMENT,9964.09,C5038342037,132030.88,122066.79,M8664048570,0.0,0.0,0,0
345,CASH_OUT,75181.8,C6920762812,0.0,0.0,C1806196753,2193434.32,2268616.12,0,0
508,TRANSFER,1743783.26,C6663808369,1743783.26,0.0,C2488253530,0.0,0.0,1,0
60,PAYMENT,7081.86,C4730510125,11479.83,4397.97,M9132393661,0.0,0.0,0,0
188,PAYMENT,16596.34,C6989412332,37357.92,20761.58,M6405843232,0.0,0.0,0,0
631,TRANSFER,783071.1,C0444625280,0.0,0.0,C0694131470,5410961.03,6194032.13,0,0
575,CASH_IN,186376.58,C3667384271,2733816.55,2920193.13,C7210087553,40001.87,0.0,0,0
433,CASH_OUT,211253.86,C4435121422,171835.54,0.0,C5145150601,437203.13,648456.99,0,0
263,CASH_IN,144976.38,C6031500590,2809260.43,2954236.81,C2487276549,3465842.71,3320866.33,0,0
702,CASH_OUT,1212223.7,C3055374970,1212223.7,0.0,C2757307764,551977.92,1764201.62,1,0
14,CASH_IN,206458.4,C6678077557,1448700.94,1655159.34,C8728318222,581286.02,374827.62,0,0
673,PAYMENT,1567.13,C5821683741,196902.31,195335.18,M7156091295,0.0,0.0,0,0
